"";"FIPS";"CountyName";"StateName";"NumberOfSchools";"NumberOfHospitals";"AverageHospitalRating";"UnemploymentRate";"ZHVIPerSqft_AllHomes";"AverageHousePrice";"MedianRentalPrice_AllHomes"
"0";"01001";"Autauga";"Alabama";"15";"1";"4.00";"3.60";"72.56";"114483.67";"1255.21"
"1";"01003";"Baldwin";"Alabama";"47";"4";"3.00";"3.60";"90.39";"164861.69";"1165.94"
"2";"01069";"Houston";"Alabama";"31";"5";"3.50";"4.10";"72.94";"114941.00";"975.63"
"3";"01073";"Jefferson";"Alabama";"226";"14";"2.75";"3.70";"68.25";"99759.77";"855.86"
"4";"01081";"Lee";"Alabama";"37";"1";"4.00";"3.60";"74.79";"148163.22";"1143.89"
"5";"01097";"Mobile";"Alabama";"121";"7";"2.00";"4.70";"60.36";"93971.65";"834.40"
"6";"01113";"Russell";"Alabama";"19";"2";"4.00";"4.10";"63.40";"103098.47";"1105.92"
"7";"01115";"Saint Clair";"Alabama";"28";"1";"";"3.50";"82.59";"134092.72";"1259.58"
"8";"01117";"Shelby";"Alabama";"53";"3";"3.00";"2.90";"113.08";"164133.33";"1224.22"
"9";"02020";"Anchorage";"Alaska";"100";"9";"3.00";"5.60";"166.97";"250916.31";"1752.62"
"10";"02090";"Fairbanks North Star";"Alaska";"37";"3";"3.00";"6.00";"116.12";"197946.78";"1536.22"
"11";"04003";"Cochise";"Arizona";"84";"8";"1.00";"5.60";"78.80";"124720.31";"957.38"
"12";"04005";"Coconino";"Arizona";"75";"4";"4.00";"5.40";"142.06";"241994.64";"1815.00"
"13";"04013";"Maricopa";"Arizona";"1246";"73";"3.05";"4.10";"106.36";"178057.09";"1248.05"
"14";"04015";"Mohave";"Arizona";"70";"5";"2.25";"5.70";"94.92";"144750.96";"1058.40"
"15";"04019";"Pima";"Arizona";"386";"21";"2.00";"4.40";"99.49";"155807.28";"1102.65"
"16";"04021";"Pinal";"Arizona";"143";"6";"3.00";"4.90";"75.57";"142070.52";"979.52"
"17";"04025";"Yavapai";"Arizona";"107";"5";"3.00";"4.40";"117.07";"199438.70";"1176.41"
"18";"04027";"Yuma";"Arizona";"72";"2";"2.00";"16.90";"84.70";"117031.42";"981.89"
"19";"05007";"Benton";"Arkansas";"68";"6";"3.50";"2.80";"74.54";"121924.90";"1070.92"
"20";"05031";"Craighead";"Arkansas";"36";"6";"3.00";"3.00";"60.98";"94221.84";"997.17"
"21";"05045";"Faulkner";"Arkansas";"39";"2";"3.00";"3.20";"69.54";"108660.92";"953.28"
"22";"05051";"Garland";"Arkansas";"30";"6";"2.00";"4.10";"67.97";"115008.05";"908.04"
"23";"05119";"Pulaski";"Arkansas";"131";"21";"2.67";"3.40";"65.78";"104294.64";"917.08"
"24";"05125";"Saline";"Arkansas";"28";"2";"3.00";"3.10";"71.01";"116624.90";"1140.58"
"25";"05131";"Sebastian";"Arkansas";"40";"7";"2.50";"3.60";"59.49";"93884.67";"748.85"
"26";"05143";"Washington";"Arkansas";"64";"10";"3.00";"2.60";"77.94";"128081.23";"1160.06"
"27";"06001";"Alameda";"California";"400";"27";"2.50";"3.00";"315.80";"471302.68";"2783.41"
"28";"06007";"Butte";"California";"101";"7";"2.33";"4.90";"132.80";"197437.93";"1165.06"
"29";"06013";"Contra Costa";"California";"270";"12";"2.00";"3.10";"250.49";"398249.04";"2095.22"
"30";"06017";"El Dorado";"California";"69";"3";"3.00";"3.60";"176.65";"311345.59";"1802.85"
"31";"06019";"Fresno";"California";"350";"15";"2.00";"7.40";"109.09";"169162.45";"1154.82"
"32";"06029";"Kern";"California";"271";"15";"1.80";"8.00";"100.52";"148808.81";"1184.22"
"33";"06031";"Kings";"California";"67";"4";"2.50";"7.80";"100.21";"143448.28";"1207.29"
"34";"06033";"Lake";"California";"43";"2";"3.00";"5.10";"141.81";"177877.39";"1380.42"
"35";"06037";"Los Angeles";"California";"2277";"131";"2.78";"4.70";"261.37";"374740.61";"2510.55"
"36";"06041";"Marin";"California";"79";"4";"3.50";"2.30";"409.86";"707818.39";"4319.19"
"37";"06053";"Monterey";"California";"147";"4";"3.33";"6.40";"265.62";"391807.28";"2081.68"
"38";"06055";"Napa";"California";"46";"3";"";"3.00";"273.42";"419973.18";"2505.68"
"39";"06057";"Nevada";"California";"55";"2";"3.00";"3.50";"192.49";"326322.61";"1813.33"
"40";"06059";"Orange";"California";"615";"41";"2.75";"2.90";"289.26";"480765.90";"2682.93"
"41";"06061";"Placer";"California";"120";"4";"4.00";"3.20";"175.74";"330571.26";"1787.59"
"42";"06065";"Riverside";"California";"506";"24";"2.27";"4.30";"141.01";"252723.75";"1858.78"
"43";"06067";"Sacramento";"California";"380";"19";"3.00";"3.80";"150.07";"234401.92";"1351.72"
"44";"06071";"San Bernardino";"California";"556";"32";"2.58";"4.00";"141.44";"214208.05";"1450.10"
"45";"06073";"San Diego";"California";"763";"37";"3.33";"3.30";"239.07";"378364.75";"2312.34"
"46";"06075";"San Francisco";"California";"134";"18";"3.00";"2.40";"546.29";"691017.24";"3883.32"
"47";"06077";"San Joaquin";"California";"239";"10";"2.40";"5.90";"136.05";"226098.47";"1397.27"
"48";"06079";"San Luis Obispo";"California";"84";"6";"3.33";"2.90";"248.15";"409974.71";"1899.97"
"49";"06081";"San Mateo";"California";"179";"11";"3.25";"2.20";"468.82";"667807.28";"3434.50"
"50";"06083";"Santa Barbara";"California";"124";"9";"3.75";"3.90";"296.64";"442957.09";"3216.90"
"51";"06085";"Santa Clara";"California";"422";"17";"2.67";"2.60";"391.49";"617061.30";"2908.17"
"52";"06087";"Santa Cruz";"California";"81";"5";"3.00";"4.80";"352.21";"520674.71";"2655.75"
"53";"06089";"Shasta";"California";"102";"7";"4.00";"4.90";"123.98";"182344.44";"1205.64"
"54";"06095";"Solano";"California";"107";"7";"3.00";"3.90";"175.13";"281056.70";"1692.22"
"55";"06097";"Sonoma";"California";"191";"12";"3.25";"2.70";"265.44";"403252.49";"2014.20"
"56";"06099";"Stanislaus";"California";"190";"12";"2.00";"6.40";"128.59";"196717.24";"1185.38"
"57";"06101";"Sutter";"California";"43";"4";"";"7.40";"111.71";"187094.64";"1378.33"
"58";"06107";"Tulare";"California";"197";"7";"2.50";"9.50";"99.37";"143585.82";"1132.20"
"59";"06111";"Ventura";"California";"233";"13";"3.00";"3.80";"241.25";"409491.95";"2407.34"
"60";"06113";"Yolo";"California";"65";"2";"3.50";"4.20";"176.28";"290204.98";"1641.23"
"61";"08001";"Adams";"Colorado";"150";"7";"3.00";"3.30";"132.97";"183392.34";"1500.77"
"62";"08005";"Arapahoe";"Colorado";"159";"9";"3.50";"3.10";"139.62";"211384.29";"1540.75"
"63";"08013";"Boulder";"Colorado";"86";"6";"3.50";"2.80";"172.00";"305860.92";"1944.93"
"64";"08031";"Denver";"Colorado";"193";"17";"3.40";"3.00";"182.79";"219083.14";"1731.36"
"65";"08035";"Douglas";"Colorado";"90";"5";"3.33";"2.70";"145.56";"305284.67";"2055.20"
"66";"08041";"El Paso";"Colorado";"219";"12";"4.00";"3.70";"100.80";"186024.90";"1276.80"
"67";"08045";"Garfield";"Colorado";"26";"2";"3.50";"3.10";"176.45";"262722.22";"1369.81"
"68";"08059";"Jefferson";"Colorado";"168";"3";"3.00";"2.90";"154.54";"240281.99";"1580.90"
"69";"08069";"Larimer";"Colorado";"95";"8";"3.67";"2.70";"127.72";"219355.17";"1449.49"
"70";"08077";"Mesa";"Colorado";"54";"4";"3.50";"3.90";"112.51";"159969.73";"1060.24"
"71";"08101";"Pueblo";"Colorado";"60";"4";"4.00";"4.70";"89.35";"109615.33";"937.50"
"72";"08123";"Weld";"Colorado";"100";"1";"4.00";"2.90";"103.43";"173456.70";"1363.71"
"73";"09001";"Fairfield";"Connecticut";"278";"7";"2.40";"4.10";"209.58";"366894.64";"2468.07"
"74";"09003";"Hartford";"Connecticut";"374";"12";"2.60";"4.40";"129.32";"192883.91";"1484.36"
"75";"09005";"Litchfield";"Connecticut";"84";"3";"2.50";"3.90";"136.17";"216243.68";"1558.88"
"76";"09007";"Middlesex";"Connecticut";"72";"1";"3.00";"3.60";"144.47";"232803.07";"1506.89"
"77";"09009";"New Haven";"Connecticut";"281";"10";"2.67";"4.50";"138.21";"200913.03";"1488.46"
"78";"09011";"New London";"Connecticut";"114";"2";"3.50";"4.00";"134.17";"200529.12";"1409.73"
"79";"09013";"Tolland";"Connecticut";"56";"3";"3.33";"3.70";"129.65";"203650.19";"1424.84"
"80";"09015";"Windham";"Connecticut";"50";"2";"3.00";"4.60";"116.26";"165901.53";"1270.63"
"81";"10001";"Kent";"Delaware";"53";"2";"";"4.30";"95.00";"144619.16";"1237.51"
"82";"10003";"New Castle";"Delaware";"127";"10";"";"3.80";"124.38";"186363.60";"1284.52"
"83";"11001";"District of Columbia";"District of Columbia";"260";"15";"1.80";"5.60";"326.63";"351876.68";"2436.20"
"84";"12001";"Alachua";"Florida";"76";"6";"3.00";"3.20";"88.85";"134264.75";"1009.35"
"85";"12005";"Bay";"Florida";"51";"5";"3.00";"3.90";"103.51";"153280.08";"1105.80"
"86";"12009";"Brevard";"Florida";"131";"11";"3.29";"3.50";"85.61";"133307.66";"1135.79"
"87";"12011";"Broward";"Florida";"386";"28";"2.67";"3.30";"116.01";"161854.02";"1670.37"
"88";"12015";"Charlotte";"Florida";"26";"4";"2.33";"3.90";"88.32";"145900.00";"1843.54"
"89";"12017";"Citrus";"Florida";"25";"2";"2.00";"5.10";"70.52";"112860.38";"1167.92"
"90";"12019";"Clay";"Florida";"48";"3";"3.00";"3.20";"82.09";"145958.62";"1203.20"
"91";"12021";"Collier";"Florida";"72";"6";"3.00";"3.50";"157.71";"249211.11";"3128.13"
"92";"12031";"Duval";"Florida";"217";"15";"3.00";"3.50";"78.87";"123712.26";"1071.68"
"93";"12033";"Escambia";"Florida";"76";"9";"3.20";"3.60";"70.02";"110838.70";"894.44"
"94";"12035";"Flagler";"Florida";"17";"1";"3.00";"4.00";"85.51";"160614.34";"1240.17"
"95";"12053";"Hernando";"Florida";"36";"5";"2.50";"4.40";"69.04";"116285.44";"994.68"
"96";"12057";"Hillsborough";"Florida";"328";"21";"2.73";"3.30";"87.55";"138548.66";"1261.01"
"97";"12069";"Lake";"Florida";"62";"6";"2.33";"3.40";"86.90";"146669.73";"1223.80"
"98";"12071";"Lee";"Florida";"130";"7";"2.00";"3.40";"104.79";"162860.54";"1670.00"
"99";"12073";"Leon";"Florida";"66";"5";"2.50";"3.30";"96.33";"142191.95";"946.06"
"100";"12081";"Manatee";"Florida";"81";"5";"2.33";"3.30";"107.98";"178016.86";"1829.92"
"101";"12083";"Marion";"Florida";"68";"7";"2.00";"4.20";"68.31";"107496.55";"904.89"
"102";"12085";"Martin";"Florida";"37";"5";"";"3.50";"114.58";"186106.13";"1566.13"
"103";"12086";"Miami-Dade";"Florida";"557";"38";"2.70";"3.80";"132.83";"189668.97";"2006.05"
"104";"12087";"Monroe";"Florida";"26";"4";"2.67";"2.90";"310.09";"406365.13";"3433.33"
"105";"12089";"Nassau";"Florida";"21";"1";"3.00";"3.20";"103.90";"190173.95";"1334.37"
"106";"12091";"Okaloosa";"Florida";"53";"6";"3.33";"2.80";"96.80";"158882.76";"1096.57"
"107";"12095";"Orange";"Florida";"266";"18";"3.00";"3.10";"95.07";"155778.54";"1271.94"
"108";"12097";"Osceola";"Florida";"74";"6";"2.00";"3.60";"87.21";"144669.35";"1329.59"
"109";"12099";"Palm Beach";"Florida";"287";"20";"2.53";"3.50";"116.20";"181075.10";"1742.02"
"110";"12101";"Pasco";"Florida";"115";"10";"2.83";"3.80";"79.33";"125698.08";"1162.41"
"111";"12103";"Pinellas";"Florida";"182";"18";"2.80";"3.20";"102.61";"135356.32";"1310.33"
"112";"12105";"Polk";"Florida";"170";"6";"2.20";"4.00";"76.62";"119350.96";"1211.26"
"113";"12109";"Saint Johns";"Florida";"58";"1";"3.00";"2.80";"114.85";"223113.03";"1655.24"
"114";"12111";"Saint Lucie";"Florida";"53";"6";"2.00";"4.40";"80.64";"135500.38";"1282.52"
"115";"12113";"Santa Rosa";"Florida";"40";"5";"3.33";"3.30";"82.87";"148526.05";"1148.13"
"116";"12115";"Sarasota";"Florida";"65";"7";"4.00";"3.30";"117.55";"179158.62";"1998.13"
"117";"12117";"Seminole";"Florida";"76";"5";"2.00";"3.10";"98.34";"166037.55";"1199.86"
"118";"12127";"Volusia";"Florida";"94";"9";"2.80";"3.70";"85.77";"132897.32";"1141.72"
"119";"12131";"Walton";"Florida";"23";"2";"4.00";"3.00";"147.93";"267611.11";"1811.78"
"120";"13013";"Barrow";"Georgia";"16";"1";"";"3.20";"72.37";"119045.98";"1050.30"
"121";"13015";"Bartow";"Georgia";"24";"1";"4.00";"3.70";"70.06";"109462.92";"1071.00"
"122";"13021";"Bibb";"Georgia";"49";"8";"3.50";"4.40";"59.59";"95090.04";"797.20"
"123";"13031";"Bulloch";"Georgia";"16";"2";"2.00";"4.10";"66.00";"120081.99";"934.18"
"124";"13039";"Camden";"Georgia";"12";"1";"";"4.20";"79.27";"131364.75";"976.17"
"125";"13045";"Carroll";"Georgia";"29";"3";"3.00";"3.90";"61.63";"99524.14";"879.30"
"126";"13051";"Chatham";"Georgia";"56";"9";"2.33";"3.70";"82.82";"130506.51";"1203.22"
"127";"13057";"Cherokee";"Georgia";"39";"1";"";"3.00";"88.59";"163307.66";"1304.67"
"128";"13059";"Clarke";"Georgia";"21";"3";"";"3.80";"73.54";"118217.24";"987.13"
"129";"13067";"Cobb";"Georgia";"126";"6";"2.50";"3.30";"89.75";"172179.69";"1261.97"
"130";"13077";"Coweta";"Georgia";"31";"3";"3.00";"3.30";"80.64";"138425.29";"1280.34"
"131";"13089";"Dekalb";"Georgia";"158";"15";"3.00";"3.90";"78.30";"137963.98";"1036.02"
"132";"13095";"Dougherty";"Georgia";"25";"2";"1.00";"5.00";"50.66";"82326.44";"590.21"
"133";"13097";"Douglas";"Georgia";"35";"2";"3.00";"4.00";"71.86";"120532.18";"1083.62"
"134";"13113";"Fayette";"Georgia";"24";"1";"2.00";"3.40";"95.11";"210944.06";"1487.19"
"135";"13115";"Floyd";"Georgia";"30";"5";"3.33";"4.20";"66.49";"103913.79";"736.88"
"136";"13117";"Forsyth";"Georgia";"36";"1";"3.00";"3.10";"95.24";"230164.37";"1589.85"
"137";"13121";"Fulton";"Georgia";"206";"19";"2.60";"3.90";"105.06";"183952.11";"1298.90"
"138";"13135";"Gwinnett";"Georgia";"140";"6";"3.00";"3.40";"80.70";"160402.30";"1264.65"
"139";"13139";"Hall";"Georgia";"42";"2";"3.00";"3.10";"85.58";"137629.89";"1194.24"
"140";"13151";"Henry";"Georgia";"51";"2";"2.00";"4.10";"70.24";"133515.33";"1124.21"
"141";"13153";"Houston";"Georgia";"41";"2";"3.50";"4.00";"63.16";"102190.04";"997.45"
"142";"13179";"Liberty";"Georgia";"16";"2";"3.00";"4.30";"67.21";"102873.18";"989.03"
"143";"13185";"Lowndes";"Georgia";"20";"3";"3.00";"4.00";"69.06";"117031.03";"850.93"
"144";"13215";"Muscogee";"Georgia";"59";"7";"3.33";"5.00";"60.23";"94867.42";"874.08"
"145";"13217";"Newton";"Georgia";"24";"1";"2.00";"4.30";"66.41";"109145.59";"986.78"
"146";"13247";"Rockdale";"Georgia";"19";"1";"";"4.30";"65.85";"126417.24";"985.34"
"147";"13255";"Spalding";"Georgia";"18";"1";"3.00";"4.60";"59.95";"88295.02";"816.58"
"148";"13297";"Walton";"Georgia";"19";"2";"2.00";"3.50";"72.08";"123965.90";"1050.92"
"149";"15001";"Hawaii";"Hawaii";"56";"6";"3.00";"2.80";"193.00";"252238.70";"1566.40"
"150";"15003";"Honolulu";"Hawaii";"183";"17";"3.00";"2.10";"338.28";"430432.57";"2198.92"
"151";"15009";"Maui";"Hawaii";"33";"4";"3.00";"2.30";"326.98";"420318.77";"2600.10"
"152";"16001";"Ada";"Idaho";"131";"11";"3.00";"2.40";"100.51";"164504.60";"1101.99"
"153";"16005";"Bannock";"Idaho";"35";"2";"3.00";"2.60";"103.84";"125647.51";"778.78"
"154";"16019";"Bonneville";"Idaho";"52";"2";"3.50";"2.40";"67.65";"113735.25";"916.74"
"155";"16027";"Canyon";"Idaho";"78";"2";"4.00";"3.00";"78.11";"117780.46";"867.84"
"156";"16055";"Kootenai";"Idaho";"47";"4";"";"3.40";"129.30";"223837.16";"1348.91"
"157";"17019";"Champaign";"Illinois";"62";"3";"3.00";"4.10";"79.63";"118083.67";"944.72"
"158";"17031";"Cook";"Illinois";"1326";"73";"2.70";"4.20";"149.98";"190693.87";"1630.32"
